   Step   Time    Walltime(s) Profile
 464282  32.4997    64.4295   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    69.4029   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    74.3648   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    79.3174   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    84.2703   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    89.2319   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    94.2020   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    99.1751   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996   104.1507   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996   109.1256   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995   114.0993   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995   119.0695   ████████████████████████████████████████████████
 892850  62.4995   124.0394   ████████████████████████████████████████████████
 928564  64.9995   129.0156   ████████████████████████████████████████████████
 964278  67.4995   133.9881   ████████████████████████████████████████████████
 999992  69.9994   138.9549   ████████████████████████████████████████████████
1035706  72.4994   143.9198   ████████████████████████████████████████████████
1071420  74.9994   148.9077   ████████████████████████████████████████████████
1107134  77.4994   153.8765   ████████████████████████████████████████████████
1142848  79.9994   158.8387   ████████████████████████████████████████████████
1178562  82.4993   163.7993   ████████████████████████████████████████████████
1214276  84.9993   168.7781   ████████████████████████████████████████████████
1249990  87.4993   173.7368   ████████████████████████████████████████████████
1285704  89.9993   178.6898   ████████████████████████████████████████████████
1321418  92.4993   183.6552   ████████████████████████████████████████████████
1357132  94.9992   188.6404   ████████████████████████████████████████████████
1392846  97.4992   193.5998   ████████████████████████████████████████████████
1428560  99.9992   198.5608   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  35714   2.5000     4.5725   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     9.1464   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999    13.7128   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁
 142856   9.9999    18.2923   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    22.8646   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    27.4405   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    32.0135   ▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    36.5827   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    41.1532   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    45.7280   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    50.3020   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    54.8750   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    59.4474   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    64.0213   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    68.5945   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    73.1659   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    77.7381   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    82.3076   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    86.8713   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    91.4320   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996    95.9989   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996   100.5661   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995   105.1350   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995   109.7037   ████████████████████████████████████████████████
 892850  62.4995   114.2687   ████████████████████████████████████████████████
 928564  64.9995   118.8345   ████████████████████████████████████████████████
 964278  67.4995   123.4024   ████████████████████████████████████████████████
 999992  69.9994   127.9691   ████████████████████████████████████████████████
1035706  72.4994   132.5336   ████████████████████████████████████████████████
1071420  74.9994   137.1004   ████████████████████████████████████████████████
1107134  77.4994   141.6683   ████████████████████████████████████████████████
1142848  79.9994   146.2336   ████████████████████████████████████████████████
1178562  82.4993   150.7958   ████████████████████████████████████████████████
1214276  84.9993   155.3602   ████████████████████████████████████████████████
1249990  87.4993   159.9290   ████████████████████████████████████████████████
1285704  89.9993   164.4968   ████████████████████████████████████████████████
1321418  92.4993   169.0635   ████████████████████████████████████████████████
1357132  94.9992   173.6311   ████████████████████████████████████████████████
1392846  97.4992   178.1977   ████████████████████████████████████████████████
1428560  99.9992   182.7651   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0010   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  35714   2.5000     4.0479   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     8.0889   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999    12.1280   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▂▁▁▁▁▁▁
 142856   9.9999    16.1664   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    20.2066   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    24.2489   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    28.3024   ▃▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    32.3423   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    36.3782   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    40.4186   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    44.4563   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    48.4923   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    52.5290   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    56.5650   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    60.6014   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    64.6380   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    68.6742   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    72.7104   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    76.7476   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    80.7843   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996    84.8203   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996    88.8563   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995    92.8926   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995    96.9286   ████████████████████████████████████████████████
 892850  62.4995   100.9647   ████████████████████████████████████████████████
 928564  64.9995   105.0019   ████████████████████████████████████████████████
 964278  67.4995   109.0395   ████████████████████████████████████████████████
 999992  69.9994   113.0758   ████████████████████████████████████████████████
1035706  72.4994   117.1123   ████████████████████████████████████████████████
1071420  74.9994   121.1484   ████████████████████████████████████████████████
1107134  77.4994   125.1852   ████████████████████████████████████████████████
1142848  79.9994   129.2213   ████████████████████████████████████████████████
1178562  82.4993   133.2583   ████████████████████████████████████████████████
1214276  84.9993   137.2949   ████████████████████████████████████████████████
1249990  87.4993   141.3321   ████████████████████████████████████████████████
1285704  89.9993   145.3692   ████████████████████████████████████████████████
1321418  92.4993   149.4060   ████████████████████████████████████████████████
1357132  94.9992   153.4427   ████████████████████████████████████████████████
1392846  97.4992   157.4797   ████████████████████████████████████████████████
1428560  99.9992   161.5162   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  35714   2.5000     3.6150   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     7.2232   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999    10.8046   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁
 142856   9.9999    14.3935   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    17.9772   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    21.5624   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    25.1585   ▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    28.7556   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    32.3381   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    35.9205   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    39.5040   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    43.0879   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    46.6701   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    50.2534   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    53.8372   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    57.4217   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    61.0062   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    64.5895   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    68.1735   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    71.7561   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996    75.3426   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996    78.9257   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995    82.5066   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995    86.0892   ████████████████████████████████████████████████
 892850  62.4995    89.6755   ████████████████████████████████████████████████
 928564  64.9995    93.2640   ████████████████████████████████████████████████
 964278  67.4995    96.8481   ████████████████████████████████████████████████
 999992  69.9994   100.4319   ████████████████████████████████████████████████
1035706  72.4994   104.0177   ████████████████████████████████████████████████
1071420  74.9994   107.6040   ████████████████████████████████████████████████
1107134  77.4994   111.1877   ████████████████████████████████████████████████
1142848  79.9994   114.7738   ████████████████████████████████████████████████
1178562  82.4993   118.3579   ████████████████████████████████████████████████
1214276  84.9993   121.9446   ████████████████████████████████████████████████
1249990  87.4993   125.5333   ████████████████████████████████████████████████
1285704  89.9993   129.1270   ████████████████████████████████████████████████
1321418  92.4993   132.7108   ████████████████████████████████████████████████
1357132  94.9992   136.2961   ████████████████████████████████████████████████
1392846  97.4992   139.8798   ████████████████████████████████████████████████
1428560  99.9992   143.4644   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  35714   2.5000     3.2994   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     6.5945   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999     9.8890   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁
 142856   9.9999    13.1841   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    16.4827   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    19.7734   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    23.0619   ▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    26.3489   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    29.6372   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    32.9239   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    36.2116   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    39.4991   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    42.7867   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    46.0731   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    49.3593   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    52.6449   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    55.9305   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    59.2163   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    62.5015   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    65.7920   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996    69.0768   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996    72.3621   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995    75.6471   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995    78.9317   ████████████████████████████████████████████████
 892850  62.4995    82.2165   ████████████████████████████████████████████████
 928564  64.9995    85.5016   ████████████████████████████████████████████████
 964278  67.4995    88.7876   ████████████████████████████████████████████████
 999992  69.9994    92.0727   ████████████████████████████████████████████████
1035706  72.4994    95.3570   ████████████████████████████████████████████████
1071420  74.9994    98.6431   ████████████████████████████████████████████████
1107134  77.4994   101.9277   ████████████████████████████████████████████████
1142848  79.9994   105.2129   ████████████████████████████████████████████████
1178562  82.4993   108.4972   ████████████████████████████████████████████████
1214276  84.9993   111.7819   ████████████████████████████████████████████████
1249990  87.4993   115.0680   ████████████████████████████████████████████████
1285704  89.9993   118.3531   ████████████████████████████████████████████████
1321418  92.4993   121.6381   ████████████████████████████████████████████████
1357132  94.9992   124.9224   ████████████████████████████████████████████████
1392846  97.4992   128.2068   ████████████████████████████████████████████████
1428560  99.9992   131.4918   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  35714   2.5000     3.0382   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     6.0758   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999     9.1153   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁
 142856   9.9999    12.1585   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    15.1899   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    18.2227   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    21.2547   ▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    24.2842   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    27.3153   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    30.3458   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    33.3767   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    36.4066   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    39.4351   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    42.4650   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    45.4944   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    48.5248   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    51.5540   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    54.5830   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    57.6133   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    60.6429   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996    63.6715   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996    66.7025   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995    69.7341   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995    72.7659   ████████████████████████████████████████████████
 892850  62.4995    75.7964   ████████████████████████████████████████████████
 928564  64.9995    78.8279   ████████████████████████████████████████████████
 964278  67.4995    81.8607   ████████████████████████████████████████████████
 999992  69.9994    84.8933   ████████████████████████████████████████████████
1035706  72.4994    87.9247   ████████████████████████████████████████████████
1071420  74.9994    90.9564   ████████████████████████████████████████████████
1107134  77.4994    93.9890   ████████████████████████████████████████████████
1142848  79.9994    97.0210   ████████████████████████████████████████████████
1178562  82.4993   100.0526   ████████████████████████████████████████████████
1214276  84.9993   103.0828   ████████████████████████████████████████████████
1249990  87.4993   106.1166   ████████████████████████████████████████████████
1285704  89.9993   109.1488   ████████████████████████████████████████████████
1321418  92.4993   112.1813   ████████████████████████████████████████████████
1357132  94.9992   115.2114   ████████████████████████████████████████████████
1392846  97.4992   118.2451   ████████████████████████████████████████████████
1428560  99.9992   121.2780   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
