   Step   Time    Walltime(s) Profile
  35714   2.5000     2.8357   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     5.6809   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999     8.5252   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁
 142856   9.9999    11.3679   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    14.2069   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    17.0407   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    19.8736   ▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    22.7039   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    25.5349   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    28.3657   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    31.2000   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    34.0302   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    36.8618   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    39.6915   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    42.5209   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
 571424  39.9997    45.3474   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
 607138  42.4997    48.1749   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
 642852  44.9996    51.0034   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
 678566  47.4996    53.8310   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
 714280  49.9996    56.6610   ▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇
 749994  52.4996    59.4891   ▇▇▇▇▇▇▇▇███████████████████████████████▇▇▇▇▇▇▇▇▇
 785708  54.9996    62.3171   ▇▇▇▇▇▇███████████████████████████████████▇▇▇▇▇▇▇
 821422  57.4995    65.1475   ▇▇▇█████████████████████████████████████████▇▇▇▇
 857136  59.9995    67.9807   ████████████████████████████████████████████████
 892850  62.4995    70.8111   ████████████████████████████████████████████████
 928564  64.9995    73.6407   ████████████████████████████████████████████████
 964278  67.4995    76.4682   ████████████████████████████████████████████████
 999992  69.9994    79.2948   ████████████████████████████████████████████████
1035706  72.4994    82.1209   ████████████████████████████████████████████████
1071420  74.9994    84.9496   ████████████████████████████████████████████████
1107134  77.4994    87.7776   ████████████████████████████████████████████████
1142848  79.9994    90.6043   ████████████████████████████████████████████████
1178562  82.4993    93.4325   ████████████████████████████████████████████████
1214276  84.9993    96.2580   ████████████████████████████████████████████████
1249990  87.4993    99.0837   ████████████████████████████████████████████████
1285704  89.9993   101.9109   ████████████████████████████████████████████████
1321418  92.4993   104.7396   ████████████████████████████████████████████████
1357132  94.9992   107.5691   ████████████████████████████████████████████████
1392846  97.4992   110.4003   ████████████████████████████████████████████████
1428560  99.9992   113.2312   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  35714   2.5000     2.7398   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇█████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
  71428   5.0000     5.4882   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
 107142   7.4999     8.2416   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁
 142856   9.9999    10.9877   ▁▁▂▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▂▁▁▁
 178570  12.4999    13.7290   ▂▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂
 214284  14.9999    16.4666   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂
 249998  17.4999    19.1965   ▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
 285712  19.9998    21.9298   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃
 321426  22.4998    24.6642   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▄
 357140  24.9998    27.3981   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄▄
 392854  27.4998    30.1312   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
 428568  29.9998    32.8661   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅
 464282  32.4997    35.6049   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
 499996  34.9997    38.3443   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
 535710  37.4997    41.0795   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
slurmstepd: error: *** JOB 83438 ON teach02 CANCELLED AT 2020-03-29T01:30:06 DUE TO TIME LIMIT ***

scontrol show jobid 83438
JobId=83438 JobName=diffring
   UserId=phy1610student010(1901410) GroupId=teachphy1610(1900004) MCS_label=N/A
   Priority=473779 Nice=0 Account=teach QOS=normal
   JobState=COMPLETING Reason=TimeLimit Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:15
   RunTime=01:00:18 TimeLimit=01:00:00 TimeMin=N/A
   SubmitTime=2020-03-29T00:29:47 EligibleTime=2020-03-29T00:29:47
   AccrueTime=2020-03-29T00:29:47
   StartTime=2020-03-29T00:29:48 EndTime=2020-03-29T01:30:06 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2020-03-29T00:29:48
   Partition=compute AllocNode:Sid=teach01:22087
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=teach02
   BatchHost=teach02
   NumNodes=1 NumCPUs=16 NumTasks=1 CPUs/Task=16 ReqB:S:C:T=0:0:*:*
   TRES=cpu=16,node=1,billing=16
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:1 CoreSpec=*
   MinCPUsNode=16 MinMemoryNode=0 MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=OK Contiguous=0 Licenses=(null) Network=(null)
   Command=/gpfs/fs0/scratch/t/teachphy1610/phy1610student010/antsonring/submit_diffring.sh
   WorkDir=/gpfs/fs0/scratch/t/teachphy1610/phy1610student010/antsonring
   StdErr=/gpfs/fs0/scratch/t/teachphy1610/phy1610student010/antsonring/slurm-83438.out
   StdIn=/dev/null
   StdOut=/gpfs/fs0/scratch/t/teachphy1610/phy1610student010/antsonring/slurm-83438.out
   Power=

sacct -j 83438
       JobID    JobName    Account    Elapsed  MaxVMSize     MaxRSS  SystemCPU    UserCPU ExitCode 
------------ ---------- ---------- ---------- ---------- ---------- ---------- ---------- -------- 
83438          diffring      teach   01:00:18                        09:48.303   03:53:10      0:0 
83438.batch       batch      teach   01:00:19    734512K     49812K  09:48.302   03:53:10     0:15 
83438.extern     extern      teach   01:00:18    141216K       876K   00:00:00   00:00:00      0:0 
